"text","page"
"This man cleansed the evil enchantment from Dolorous Gard, renaming that castle Joyous Gard. He later fathered a child with a woman from Astolat known as ""the Fair"" after that woman was disguised by Pelles. He was spirited away by Vivien after the death of his father (*) Ban, years before producing a son from a union with Elaine. This man's son can occupy the Siege Perilous and ultimately succeeds in the quest for the Holy Grail. For 10 points, name this father of Galahad and adulterous lover of Guinevere, a noted Knight of the Round Table.","Lancelot"
"This figure gave Hriedmar a cursed golden ring that he took from Andvari after accidentally killing Otr. He took the guise of a servant to accompany the cross-dressed Thor on a mission to reclaim Mjolnir, and at a feast hosted by Aegir, he insulted all of the gods and fled in the form of a salmon. A (*) bowl is held over his head by his wife Sigyn to catch the venom that drips into his face as punishment for causing Hoder to kill Balder, and at Ragnarok he will be killed by Heimdall. For 10 points, name this father of Hel and the Midgard serpent, a Norse trickster god.","Loki"
"Some legends state that this figure inhabited the White Island after his death. This man could not stop himself from killing the Amazon Penthesilea, and he fell in love with and got to keep a concubine named Briseis. His son Neoptolemus received his armor after his death, and he earlier commanded the (*) Myrmidon tribe, which also saw command by his companion Patroclus. He feuded with Agamemnon, slew Hector, and was dipped into the waters of the Styx by Thetis. For 10 points, name this near-immortal warrior with a namesake heel.","Achilles"
"A robber who forced passersby to wash his feet and then kicked them off a cliff was slain by this man, who also killed a giant pig, the Crommyonian sow. This best friend of Pirithous killed the bandit (*) Procrustes by fitting him into his own bed, which he accomplished after moving a rock to receive his sword and sandals. This figure also forgot to change a black sail, causing his father Aegeus to throw himself into his namesake sea. For 10 points, name this husband of Phaedra and Hippolyta, a hero who abandoned Ariadne after enlisting her help in slaying the Minotaur.","Theseus"
"This figure once defeated a demon while lifting the Earth back from the bottom of the ocean where that demon had taken it. In addition to waging that thousand-year battle with Hiranyaksha, which was fought in the shape of a boar, this figure was identified with a half-lion, half-man called Narasimha. This figure's mount was the bird Garuda, and he also appeared as the blue-skinned, flute-playing Prince Krishna. For 10 points, name this four-armed Hindu preserver god whose various avatars are venerated by Vaishnavas.","Vishnu"
"This figure's grandson with the same name was the first husband of Clytemnestra who was killed by Agamemnon. This father of Broteas was also the father of a woman who was turned into an eternally weeping stone and a man who was aided by Myrtilus in defeating Oenomaus in a chariot chase. This figure, a son of Zeus and Himas's daughter Pluto, stole nectar and ambrosia from a banquet in Mount Olympus and served his son Pelops to the gods. For 10 points, name this king of Sipylus who was punished in the Underworld by the constant presence of food and water which escaped his grasp.","Tantalus"
"Some sources identify this figure as the offspring of Schoeneus or of Clymene and Iasus, and the sons of Thestius were killed in a controversy over this figure. During games honoring King Pelias, this figure triumphed over Peleus. Sexual indiscretion in the temple of Zeus led to this figure's transformation into a lioness, and she was awarded the hide of the Calydonian boar by Meleager. For 10 points, name this Arcadian huntress who was distracted by three golden apples, causing her to lose a footrace to her future husband Hippomenes.","Atalanta"
"In order to obtain an antidote after he was bitten by a snake, this god was forced to reveal his secret name to Isis, and his aspects include the Benu bird and the Mnevis bull. This god was born from a mound emerging from the primeval waters of Nun, and his daughter's feather is weighed against the hearts of the dead. This father of Maat was defended by Set and Mehen from the monster Apep while piloting a barque through the underworld each night. Combined with Amun during the New Kingdom, For 10 points, name this Egyptian god of the Sun.","Ra"
"In one story, this figure anonymously wore a red sleeve with pearls given to him by the daughter of Bernard, and this figure later healed a man named Urry. The graves around this figure's home magically vanished before he changed its name from Dolorous Guard to Joyous Guard. In another episode, this slayer of Meliagrance killed Agravaine before fleeing to France, where he defeated Gawain in a duel. The father of Galahad, For 10 points, name this knight of the Round Table who had a disastrous affair with Guinevere.","Lancelot"
"One son of this figure was placed in a box and given to the three daughters of Cecrops, and this figure aided Achilles by driving off the river god Axius. The father of Erichthonius, this god gave fire-breathing bulls to Aeetes and was carried on the back of a mule after Dionysus made him drunk. This god used a bed with a net to catch his wife in the act of adultery, and he was nursed to health on Lemnos after Zeus threw him from Mount Olympus, crippling him. For 10 points, name this husband of Aphrodite, the Greek god of smiths and fire.","Hephaestus"
"This figure is identified with the kenning ""Vidgymnir of Vimur's ford"", and this figure is taunted for spending a night in the thumb of a giant's glove in a dialogue with his father disguised as the ferryman Harbard. A commission for the sons of Ivaldi resulted from the cutting of his wife's hair, and this god cross-dressed to impersonate Freya prior to killing the giant Thrym. At Ragnarök he will kill and be killed by Jormungand, and he is the husband of Sif and the son of Jord and Odin. The wielder of the hammer Mjöllnir, For 10 points, name this Norse god of thunder.","Thor"
"This god's son Picus was too young to succeed him as a king, and this god was identified as ""the sower"" with the name Consivius. With the nymph Camasene, he fathered a son who drowned in the Albula River, causing it to be renamed. The father of Tiberinus, this god sprung hot water geysers in the faces of the attacking Sabines, and his temple was closed in times of peace. For 10 points, name this Roman god of beginnings, ends, and doorways who notably has two faces and is the namesake of the first month.","Janus"
"This figure was associated with a tree which was cut down and used as a pillar in the palace of the king of Byblos, and the god Serapis was a syncretism of Apis and this figure. This god's cult was centered at Abydos, and he was usually depicted wearing the atef crown and holding a crook and a flail. In one story, this god was chopped into fourteen pieces after being trapped in a coffin by his brother, though the pieces were eventually recovered by Nephthys and his wife Isis. Murdered by Set, For 10 points, name this Egyptian god of the underworld.","Osiris"
"This figure is often depicted wearing a pendant called the ""wind jewel"", and he summoned a hurricane to blow away humans who had been turned into monkeys. Also associated with Ehecatl, this god retrieved the bones of the dead from Mictlan, and he either immolated himself and became Venus or was exiled on a raft of snakes when expelled by Tezcatlipoca, after which he was predicted to return as a white-skinned man. The twin brother of Xolotl, For 10 points, name this ""feathered serpent"", the creator god of the Aztecs.","Quetzalcoatl"
"This god unsuccessfully tried to protect the Khandava forest from the hungry Agni, and he was born along with Agni from the mouth of the giant Purusha. With the help of his attendants, the Maruts, he rescued stolen cattle from the demon Vala, and this god rides the four-tusked elephant Airavata. He drank three bowls of soma in preparation for his greatest task involving storming ninety-nine fortresses and slaying a serpent who had stolen the world's water, Vritra. For 10 points, name this wielder of Vajra, the Hindu god of storms.","Indra"
"This figure's daughter murdered King Lycotherses, the king of the Illyrians against whom he fought alongside the Encheleans. This figure placed Membliarus in charge of one island, and some of his followers were killed at a spring called Dirce or Castalia. According to some myths, this father of Semele acted on advice from the Delphic oracle by following a cow until it lay down from exhaustion, and according to some myths, he was aided by the Sparti, men who sprang from the ground when he sowed the teeth of the dragon of Ares. For 10 points, name this husband of Harmonia, the legendary founder of Thebes.","Cadmus"
"This figure fathered the twins Euneus and Nebrophonus with Hypsipyle on his visit to Lemnos. This brother of Promachus helped drive away the harpies from Phineas, and he was secretly trained by Chiron. He helped Hera cross the Anauros, and released a dove when going through the Symplegades. King Aeetes asked this figure to sow the teeth of a dragon, and Pelias received an oracle saying that this figure would harm him. For 10 points, name this leader of the Argonauts and the lover of Medea who recovered the Golden Fleece.","Jason"
"This deity received a new hand from his mother after she threw the previous one into the marshes. He was raised on the island of Chemmis, and was outraged when his mother withdrew the harpoon which had struck her target. His four sons guarded the canopic jars, and he won a boat race by using a wooden boat while his opponent used a boat made out of stone. Hathor restored his sight by pouring milk into his eyes, and he fought his evil uncle Set in order to avenge his father Osiris. For 10 points, name this falcon-headed Egyptian god.","Horus"
"This figure turned a peasant's child into an egg, and hid him in a flounder to keep him safe from Skrymsli. This father of Eisa brought Idun and her apple back to the Asgard from the giant Thiazi. He captured Andvari using a net given to him by Ran, and once lost an eating contest to fire. He mothered Sleipnir with the stallion Svadilfari, and his wife Sigyn caught the venom that would drop on him. He tricked Hoder into killing Balder with a spear of mistletoe. For 10 points, name this father of Hel and the wolf Fenrir, the trickster god of Norse mythology.","Loki"
"This figure killed Mnemon for not reminding him to avoid killing any sons of Apollo. This figure wielded the spear used to heal the wound of Telephus at Argos, and Chiron taught him how to become the fastest mortal. He fell in love with the Trojan princess Polyxena, which eventually led to his demise. He refused to fight when Agamemnon took Briseis away from him, but returned later when his friend Patroclus was killed by Hector. For 10 points, name this Greek warrior who became nearly invincible when his mother Thetis dipped him in the River Styx by his heel.","Achilles"
"This deity gave a bow to King Janaka, which Rama broke when he won the hand of Sita. He crushed the dwarf Apasmara with his right foot and yielded a trident that represented the three gunas. He is often depicted wearing the cobra Naga around his neck, and he swallowed the poison Halahala to obtain his blue throat. His vehicle is the white bull Nandi, and he is often depicted as Nataraja, the eternal dancer. His third eye destroys everything before it. For 10 points, name this husband of Parvati and destroyer god of the Hindu Trimurti.","Shiva"
"This goddess turned Ascalabus in to a lizard when he mocked her for drinking an entire vessel of water. This goddess hid among the horses of King Onkios when fleeing from Poseidon, and advised Psyche to go beg Aphrodite for forgiveness. King Eleusis asked her to nurse his two sons, and she was interrupted by Metanira when turning Demophon immortal. She accidentally ate the shoulder of Pelops. For 10 points, name this Greek goddess of grain and harvest, the mother of Persephone.","Demeter"
"In one story, this figure engages in an insult exchange with the ferryman Harbarth. He killed a certain giant after that giant almost finished building Asgard, and he recovered his favorite weapon from Thrym by disguising himself as Freya. This deity failed to empty a drinking horn connected to the sea, and at Ragnarok, he will kill the Midgard Serpent. His most precious possessions are a pair of iron gloves, a belt of strength, and a hammer. For 10 points, name this thunder god of Norse mythology.","Thor"
"This god disguised himself as Enipeus in order to approach Tyro, fathering both Pelias and Neleus in the process. This god aided Amymone when a satyr attempted to assault her, and he sent a giant serpent to destroy King Laomedon and the walls of Troy. Pasiphae fell in love with a white bull that was sent to Minos by this god, who raped Medusa in the temple of Athena. Athena created an olive tree to defeat this god in a contest, and the blinding of his son Polyphemus caused him to curse Odysseus. This husband of Amphitrite is often depicted holding a trident. For 10 points, name this Greek god of the ocean.","Poseidon"
"This mythological figure built a palace named Esharra after his greatest victory, and he gave his son Nabu a dragon named Mushussu. His father warned a figure of a great flood that would destroy mankind, and his four horses each held poison in their mouths. He organized the years into months after his victory over a monster. He created tornados with the winds given to him by Anu, and he disturbed a monster that he would later defeat with a net and an arrow. For 10 points, name this god who defeated Tiamat in a battle to become the chief god of Babylon.","Marduk"
"According to one myth, this figure kidnapped Anticlea and fathered Odysseus. His son was trampled to death by his own horses for dishonoring Aphrodite, and this figure secretly marked the hooves of his cattle to prove the theft of Autolycus. He created the Isthmian Games after finding the body of Melicertes, and he received a spring from Asophus for revealing the location of Aegina. He once captured the god of death, Thanatos, and he returned from the underworld to reprimand his wife Merope for denying him a proper funeral, then refused to return. For 10 points, name this figure who was condemned to roll a boulder up a hill for eternity.","Sisyphus"
"This figure told the women of one tribe to make their hair resemble beards so that her husband would name them and be obligated to make them victorious. This creator of the Lombards is served by a mysterious virgin who carries an ashen box containing unknown contents. The constellation Orion's Belt was regarded as this goddess' distaff. She is accompanied by the medicine goddess Eir. The (*) only known parent of this goddess is the esoteric deity Fjorgyn. This goddess's abode is called Fensalir. Her only biological son was killed by her stepson Hodr as a result of Loki's scheming. For 10 points, name this mother goddess of Norse mythology, the mother of Baldr and wife of Odin.","Frigg"
"This god's son Jayanta was kidnapped by his consort Sachi's father, Puloma, while fighting Ravana in his city Amravati. Diti prayed for a son who would kill this Deva, prompting him to enter her womb through her nostril and cut her fetus into 49 pieces. Those pieces became the companions of Vayu, the Maruts. Because he was the first in his tradition's history to sleep with another man's wife, this Deva was cursed to be adorned with a thousand (*) phalluses. This figure transformed into a water snake and hid in the stem of a lotus after slaying the dragon Vritra. For 10 points, name this vajra-wielding king of the Devas, the father of Arjuna and the Vedic god of lightning.","Indra"
"This man performed the winding ""Crane dance"" around the altar of Aphrodite in Delos. This character is repeatedly called ""treacherous"" in the 64th poem of Catullus. After being sent on a quest by his stepmother, this man was hosted by the old woman Hecale. This man also fought Creon over the burial of the Seven Against Thebes. This man sheltered a friend who had murdered his own family because that friend, Heracles, had rescued this man from the (*) underworld. This man killed a figure who made passersby fit into a bed by any means necessary, the bandit Procrustes, while journeying to meet his father Aegeus. This husband of Hippolyta and Phaedra was sent to an island on which Ariadne helped him escape a labyrinth. For 10 points, name this slayer of the Minotaur.","Theseus"
"In late mythology, this figure became associated with Hathor. With Nephthys, she was one of the four children of Geb and Nut, the earth and sky, and she was the foster mother of Anubis in later myth. After Set cut this goddess's (*) husband into pieces, this mother of Horus brought her husband back to life, making him the ruler of the underworld. For 10 points, name this Egyptian goddess, the wife and sister of Osiris.","Isis"
"This figure was called Polieos [poh-lee-AY-ohs] for his role in protecting city-states. He fathered Hebe [hee-bee], the cupbearer of the gods, he immortalized his lover Ganymede among the stars, and he swallowed Metis whole. This son of (*) Rhea won the Titanomachy [""titan""-ah-mah-kee] by forcing Cronus to vomit this god's siblings, including Demeter and Hades, allowing the age of Olympians to begin. Hera was the sister-wife of, for 10 points, what lightningwielding chief Greek god?","Zeus"
"This figure wrote the Mahabharata [mah-hah-bah-rah-tah] as dictated by Vyasa [vee-YAH-sah]. In one tale, he received a mango of knowledge when he won a race with his brother, Skanda, by walking around his parents. He was (*) beheaded either by Shani or by Shiva when he defended his bathing mother, Parvati. This god rides a mouse and is known as the Remover of Obstacles. For 10 points, name this Hindu deity with an elephant's head.","Ganesha"
"This god appeared to his son as the ferryman Graybeard. He was denied by Billing's daughter, but tricked Gunnlod [GOON-loth] into giving him the Meade of Poetry. He possessed two ravens, Hugin [HOO-gihn] and Munin [MOO-nihn], and hung himself on (*) Yggdrasil [IHG-drah-sihl] to gain knowledge of the runes. He wields the spear Gungnir [GOON-g-neer] and rides the eight-legged horse Sleipnir [SLYP-neer]. For 10 points, name this one-eyed chief god of Norse mythology, the father of Thor.","Odin"
"This god asked worms to bore holes in a conch to make a trumpet, and his blood was used to form the fifth world. As a consequence for sleeping with his sister, this god was exiled by Tezcatlipoca [tet-SCOT-lee-POH-kah] and condemned to float on a raft of snakes. He brought fire from Mictlan [meek-t-lahn] with the help of his twin brother, (*) Xolotl [zoh-LAH-tuhl]. Symbolized by the morning star and once confused with Hernan Cortez, for 10 points, name this feathered-serpent Aztec god.","Quetzalcoatl"
"In the Chinese epic Journey to the West, Xuanzang [shi-AHN tsang] is nearly eaten by female monsters in the form of this creature in Gossamer Cave. A man in this form taught the Navajo how to build looms, and his wife taught them to (*) weave. A woman who competed against Athena was turned into this creature, and was named Arachne. In African folklore, the trickster Anansi is one of these animals. For 10 points, name this eight-legged creature.","Spider"
"With a cult center at Abydos, this god was usually depicted wearing a crown with ostrich feathers, and he eventually became conflated with the corn god Neper, and later to the bull god Apis in a syncretic deity known as Serapis. This god carried a crook and flail, and was found in a tamarisk tree at Byblos by his wife, who was his sister since both were children of Geb and Nut. This god was cut up into fourteen pieces by his jealous brother Set, after which he became ruler of a location where dead souls were weighed by Anubis against the feather of Maat. For 10 points, name this husband of Isis and father of Horus, the Egyptian god of the underworld.","Osiris"
"In fulfillment of a prophecy that his death would ""come from the sea,"" this man was killed by a stingray-tipped spear thrown by his son Telegonus. This hero attempted to avoid fighting at Troy by feigning madness but was discovered when Palamedes placed his son in front of his plow. A grandson of the thief Autolycus, this man was found washed ashore by Nausicaa and brought home by the Phaeacians. This man's dog Argus died upon his return, after which he fired an arrow through the rings of twelve axes and proceeded to slaughter the suitors of his wife, Penelope. For 10 points, name this clever king of Ithaca who took ten years to return home from the Trojan War.","Odysseus"
"The Irish god Manannan mac Lir owned one of these named Enbarr that carried his daughter Niamh and her lover Ossian across the sea, while Sir Gawain owned one of these creatures named Gringolet. During a nighttime raid, Odysseus and Diomedes brought these creatures belonging to Rhesus back to the Greek camp. Other examples of these animals include two children of Zephyrus which were given to Peleus as a wedding gift, Xanthus and Balius. Loki assumed the form of one of these animals when he mated with Svadilfari to give birth to an eight-legged one named Sleipnir. For 10 points, name these creatures that include a giant wooden one associated with Troy.","Horse"
"With the help of a servant, this man defeated a stone-hearted clay giant. That battle resulted in this god requiring help from the seer Groa in removing a whetstone from his head. This god gained the service of Roskva and the aforementioned servant Thialfi when the latter broke the thigh-bone of one of his goats. In addition to killing the giant Hrungnir, this god once fished his mortal enemy out of the ocean and failed to lift its paw when it assumed the form of a cat in the realm of Utgard-Loki. For 10 points, name this enemy of the Midgard Serpent who owned the hammer Mjolnir, the Norse god of thunder.","Thor"
"This man was once imprisoned by three queens until he promised to marry one of them, but he was rescued by the daughter of his friend King Baudemagus. He suffered from madness for two years after being discovered in bed with Elaine of Carbonek, the daughter of the Fisher King. This half-brother of Sir Hector-de-Maris was responsible for the deaths of Gawain's brothers while attempting to rescue his lover from being burned at the stake. He had earlier saved that lover from Meleagant in an adventure that earned him the nickname ""Knight of the Cart."" For 10 points, name this man who fathered Galahad and had an affair with Guinevere, considered the best knight in the world.","Lancelot"
"This figure bore a grudge against Pelias of Iolcus because he murdered Sidero in her temple, and later she convinced Aphrodite to make Medea fall in love with Jason after the hero helped her cross a river. This goddess struck Tiresias blind when he claimed that women enjoy sex more, and the Milky Way was created from this goddess' breast milk while she was unknowingly nursing Heracles. One of her servants was a giant with one- hundred eyes named Argus, who was killed by Hermes while watching over Io for her. For 10 points, name this mother of Hebe, Hephaestus, and Ares, the Greek goddess of marriage and wife of Zeus.","Hera"
"A prophecy declared that this city would be safe if the king's son Menoeceus sacrificed himself. The walls of this city were built by a man who used a lyre to lift rocks, Amphion, and his brother Zethus. Adrastus was the leader of a group that attacked the gates of this city, and though they were defeated, the Epigoni's sack of it caused the death of a blind prophet who spent seven years as a woman. A king of this city was killed by the father of (*) Eteocles and Polynices; the son of that king, Laius, married his mother Jocasta. For ten points, name this Boeotian city founded by Cadmus that was home to Tiresias and Oedipus.","Thebes,_Greece"
"This god once took the form of Gangrad to compete in a contest of wits against Vafthrudnir. He seduced a giantess to steal the Mead of Poetry, and this deity is the owner of the ring Draupnir. This owner of the spear Gungnir joined with his brothers Villi and Ve to slay Ymir, and he hung from the world tree Yggdrasil for nine days and nine nights to gain wisdom. News is brought to this god by the two ravens Huginn and Muninn, and he sacrificed an eye to gain wisdom from Mimir's well. Destined to be killed by Fenrir at Ragnarok, For 10 points, name this chief god of Norse mythology.","Odin"
"This god gave Oenomaus four horses that were faster than the wind, and his son Cycnus was killed when he foolishly challenged Heracles to a duel. This god was once captured by Otus and Ephialtes and trapped in a bronze jar, and he freed Thanatos from the chains of Sisyphus. Cadmus killed a dragon owned by this god while establishing Thebes, and he is often credited with fathering Romulus and Remus. This god was caught in a net created by Hephaestus, and he fathered Phobos and Deimos with Aphrodite. For 10 points, name this Greco-Roman god of war.","Ares"
"In one myth, this deity is placated by a handful of rice, which satisfies him after he almost eats the palace of Kubera, the god of wealth. In another, his brother, mounted on a peacock, loses a race to him when he runs around his parents instead of crossing the whole world. He broke off one body part and dipped it in ink to write the Mahabharata, and this deity's mount is a mouse. In one story, this deity attempted to prevent his father from entering their home on his mother's orders, leading Shiva to cut his head off. For 10 points, name this Hindu deity known as the remover of obstacles, often depicted with an elephant's head.","Ganesha"
"In one creation myth, this figure was created from Nu, the watery chaos which covered the world. In another creation myth, this god sprung forth from a lotus flower and used his spit to create the god of the air and the goddess of moisture, Shu and Tefnut. This deity would use the boats ""Mandjet"" and ""Mesektet"" every day and night to travel through the sky. He is usually pictured with a disk on his head, and pharaohs eventually began to be referred to as ""sons of"" this deity. For 10 points, name this deity commonly linked to Atum and Amun, the sun god of Egyptian mythology.","Ra"
"This figure joined the Thiasus after losing a drinking contest with Dionysus, and he removed the boulder crushing Ascalaphus. He defeated Achelous in order to win the hand of Deianeria, and he shot an arrow at Helios to receive the golden cup. This husband of Hebe fended off Thanatos to prevent the death of Alcestis and freed Prometheus after killing an eagle. He aided the Olympian gods during Gigantomachy and also cleaned the Augean stables. For 10 points, name this hero who killed the Nemean lion as one of his twelve labors.","Heracles"
"In one story, this deity supported Mount Mandarachala during the churning of the ocean, and this deity holds a conch, lotus, mace, and a discus. One form of this god, Kalki, will end the Kali Yuga era, and he tricked King Bali into allowing him to take three large steps after becoming the dwarf Vamana. Other forms of this deity include Parushurama and a prince that defeated an evil king on Lanka, and his consort is the goddess Lakshmi. For 10 points, name this preserver deity of the Hindu Trimurti who took the form of ten avatars, the eighth of whom was Krishna.","Vishnu"
"One of this figure's sons was the king of Keos, and four of his sons by the nymph Pareia were killed by Heracles. This figure was believed to share one of his occupations with Aeacus, and he was killed in Sicily by King Cocalus, who poured boiling water on him while he was taking a bath. His son Androgeos was killed during an athletic contest in Athens, and one account of this figure describes him and Rhadamanthus as judges of the dead. The father of Ariadne, For 10 points, name this king of Crete who instructed Daedalus to build a labyrinth for Minotaur.","Minos"
"In one story, this figure during a contest created three women from a sword while her opponent created five men from a necklace. This deity entrusted Ninigi with the Three Sacred Treasures, which were used to bring order to the world, and is worshipped at a shrine in Ise, where a certain sacred mirror is said to be kept. That mirror was used to lure out this deity when she hid inside a cave after her brother Susano'o threw a horse at her loom. For 10 points, name this sun goddess from Shinto mythology.","Amaterasu"
"In his persona as the god of wind, this figure wears a conical hat and was romantically involved with Mayahuel. While intoxicated, this figure made love to his sister, an act which led to his self-imposed exile. He created mankind by adding his blood to bones retrieved from the underworld, and this god was exiled on a raft of snakes as a result of the machinations of Tezcatlipoca. His twin brother, Xolotl, was closely associated with the underworld. For 10 points, name this Aztec feathered serpent deity.","Quetzalcoatl"
"This goddess is accompanied by her wild boar Hildisvíni, and this figure weeps tears of red gold in loneliness when her husband Od is absent. This deity is accused of engaging in sexual relations with her brother in one poem, whose title character stole one of her items while disguised as a flea. She takes half of those who are slain in battle to Fólkvangr, while the rest are taken to Valhalla. She slept with the four dwarves to gain the necklace Brísingamen. For 10 points, name this Norse goddess of love and beauty and the sister of Freyr.","Freyja"
"Because this man's killer lost a hand, the man who avenged his death did so while putting one hand in his belt. This man's mother gave birth to him at the same time as a mare gave birth to two colts at once, and in another story this man was successively placed in three barrels of water, two of which boiled. One object owned by this man had thirty barbs and was created from (*) sea monster bones. Cathbad slept next to this man's wife Emer on his wedding night. This man forced a leather ball into the mouth of a hound, after which he changed his name from Setanta. During one battle, this man defeated three different forms of the Morrigan after Queen Maeve invaded his home in an attempt to steal a bull. For 10 points, name this son of Lugh, wielder of the spear Gae Bulg, and hero of the Cattle Raid of Cooley, a warrior and protagonist of the Ulster cycle.","Cú_Chulainn"
"This figure is the one that suggests that Thor dress as Freya during the incident in which Thrym steals his hammer. In the Lokasenna, Loki states that this god must have a muddy back when this god attempts to shut him up. This man slept with figures named Great-Grandmother, Grandmother, and Mother in order to father Thrall, Karl, and Jarl, the progenitors of mankind. This god, who was the son of the nine (*) billow-maidens and dwells in a place called Sky-Mountain, owns the sword Hofund and the horse Gulltop. He will blow Gjallarhorn to signal the onset of Ragnarok, and this god has the ability to see infinitely far and hear the grass grow. For 10 points, name this Norse god who guards the bridge Bifrost.","Heimdallr"
"Francisco Ximénez translated this civilization's collection of myths, including a tale of wooden people killed by a flood sent by Gucumatz. Another of this civilization's myths sees Seven Macaw defeated by Hunahpu [hoo-NAH-poo] and Xbalanque [SH'buh-LAN-kay], the (*) Hero Twins, in a ball game. The Popol Vuh records the myths of, for 10 points, what Mesoamerican civilization whose cyclical Long Count calendar resets in December, 2012?","Maya_civilization"
"The Danaides [dan-AH-ee-dees] pour water into a vast pot in this location, where the Cumaean Sibyl brings Aeneas to meet Anchises [an-KIH-sees]. Pirithous is tricked into staying in this location, which contains the river (*) Lethe [LEH-thee], representing oblivion. Elysium and Tartarus are portions of this land. It is reached with help of Charon and guarded by Cerberus, a three-headed dog. Persephone is the queen of, for 10 points, what Greco-Roman underworld ruled by a namesake god?","Hades"
"This deity was tricked by Nephthys, and by her husband, who caused this god to become encased in a tree trunk holding up a palace in Byblos. His wife recovered thirteen pieces of this god after he was dismembered by his brother, (*) Set. This god held a crook and flail, and was the father of Anubis and Horus, who was born before this god became the lord of the dead. For 10 points, name this Egyptian god, the husband of Isis.","Osiris"
"This figure's father was Farbauti [far-bahw-tee], and his daughter is the keeper of the dishonorable dead. This god's wife is Sigyn [SIG-in], but through his lover, Angrboda [""anger""-boh-dah], this god is the father of three great monsters. Dripping (*) snake venom is used to punish this male mother of Sleipnir, who will break free to lead the giants at Ragnarök. He tricked Hodr into killing Frigg's son, Baldr. For 10 points, name this Norse trickster god.","Loki"
"This deity sired one son with the giantess Jarnsaxa, and uses the help of the giantess Grid to defeat Geirrod. One of this god's animals is crippled when marrow from its thighbone is drunk by Roskva's brother; as punishment, this god forces Thialfi to become his servant. This owner of Toothgrinder and Toothgnasher, two chariot-pulling goats, is unable to lift a cat which is actually the Midgard Serpent. This god, the husband of the golden-haired Sif, once dressed up in a bridal gown as Freya to retrieve a stolen weapon which returns to him when thrown. For 10 points, name this giant-slayer and wielder of Mjolnir, the Norse god of thunder.","Thor"
"This man used a spear to defeat a fire-breathing musician who appears yearly, named Aillen. A cycle of poems about this man are told by his son, who related this man's tales after staying in the land of the young for three hundred years. This man had a wife who was turned into a deer, and his band of warriors included the traitorous Goll mac Morna. This father of Ossian burned his thumb cooking the Salmon of Knowledge at the orders of his tutor Finegas. For 10 points, name this folk hero of the Fenian cycle, who sleeps in a cave beneath Ireland.","Fionn_mac_Cumhaill"
"Omens of this man's arrival include a swarm of bees clumping on a sacred laurel tree and his eventual wife's hair catching fire. In one battle, he kills Lausus, making the tyrant Mezentius weep; he later stabs his main foe upon seeing the dead soldier Pallas's belt. This son of Creusa once carried his crippled father on his back. This rival of Turnus heeded Mercury's appeals to duty and caused his lover's suicide by fleeing Carthage. This fighter in the Trojan War was advised to flee the burning city of Troy by his mother Venus. For 10 points, name this ancestor of the Romans and lover of Dido, the subject of a twelve-book epic by Vergil.","Aeneas"
"This figure murdered Fimafeng in a dialogue-heavy text partly named for him. This being defeated the eagle-shaped Thiazi, and his son Vali was turned into a wolf who ate his other son Narfi. On one outing, he lost an eating contest to a similarly-named personification of fire. This being accused at least three gods of incest at a feast which he departed in the form of a salmon. He is currently tied beneath the earth under a venom-dripping serpent because he gave a blind archer mistletoe to arrange the death of Baldur. For 10 points, name this father of Hel and Fenrir who will fight the gods at Ragnarok, a mythical Norse trickster.","Loki"
"The most prominent Minoan goddess held these creatures in both hands. Alongside a baby, seeing one of these creatures made Herse, Pandrosos, and Aglauros go mad after Athena gave Erichthonius to them in a basket. Before death, Cadmus becomes one of these creatures, and another killed of the newlywed Eurydice after she tripped. Athens's king Cecrops has the lower half of these creatures, and Tiresias switched genders upon hitting a pair of them. As an infant, Heracles strangles two with his baby hands, and two others surround the caduceus staff borne by Hermes. The Chimera's tail is one of, for 10 points, what creatures which make up the Gorgon Medusa's hair?","Snake"
"Lake Nemi is sacred to this deity, who saved Arethusa by turning Alpheus into a spring and ran between the Aloadae, Otus and Ephialtes, to make them hit each other and save Olympus. One follower of this deity bore Arcas. At Aulis, this deity whisked off Iphigenia instead of taking her as a sacrifice from Agamemnon. The Calydonian boar was sent by this goddess who killed the daughters of Niobe. Actaeon was turned into a stag and eaten by his dogs for stumbling on her bathing, and she turned her follower Callisto into a bear for failing to stay a virgin like herself. For 10 points, name this twin of Apollo, a huntress goddess identified with the moon.","Artemis"
"Orpheus was killed by devotees of this figure. Perseus and the Argives defeated this deity and his followers after he stumbled into Mycenaea . This grandson of Cadmus and Harmonia rescued his mother from the Underworld and placed her among the stars before ascending to Mount Olympus. He became the immortal lover of Ariadne. This wielder of the thyrsus sought revenge on Lycurgus and Pentheus when he returned from India. The maenads were female followers of this god. His cult celebrated the Eleusinian Mysteries. Midas did a favor for Silenus, one of this god's devotees. For 10 points, name this leader of the satyrs, who presided over ecstasy and wine.","Dionysus"
"In Through a Glass Darkly, a crazed Karin tells her husband she saw God's face as one of these figures. One of them aided Muhammad in the Cave of Thawr during the Hijra. Some of these animals like Larinioides move by ballooning. Louis XI's nickname invoked one of these animals. One of them launches ""filament, filament, filament, out of itself"" in a Whitman poem titled for a ""noiseless, patient"" one. Another of these creatures learns all the world's stories in Ashanti myth. In another tale, an enraged Athena transforms a girl into one of these creatures after a weaving contest. For 10 points, name these animals associated with Anansi and Arachne.","Spider"
